Compound Id,Smiles,pIGC50
594,C1=CC(=C(C=C1O)Cl)O,1.09
595,C1=CC(=C(C=C1Cl)O)O,1.08
596,C1=CC(=C(C=C1O)O)Cl,0.13
597,C1=CC(=C(C(=C1)F)O)O,0.92
598,C1=CC(=CC=C1N=O)O,0.65
599,C1=CC=C(C=C1)[N+](=O)[O-],0.08
600,C1=CC=NC(=C1)C(=O)O,0.07
601,C1=CC(=CN=C1)C(=O)O,-1.36
602,C1=CN=CC=C1C(=O)O,-1.38
603,CC1=C(C(=NC=C1)Cl)[N+](=O)[O-],0.29
604,CC1=CC(=NC=C1[N+](=O)[O-])Cl,0.42
605,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,0.75
606,C1=CC(=C(C=C1[N+](=O)[O-])N)Cl,0.6
607,C1=COC(=C1)/C=C/[N+](=O)[O-],2.04
608,C1=CC=C(C(=C1)[N+](=O)[O-])O,0.72
609,C1=CC(=CC(=C1)O)[N+](=O)[O-],0.51
610,C1=CC(=CC=C1[N+](=O)[O-])O,1.68
611,C1=C(C(=CC(=C1Cl)[N+](=O)[O-])O)N,1.18
612,C1=C(C=C(C(=C1N)O)Cl)[N+](=O)[O-],1.2
613,COC1=NC(=C(C=C1)[N+](=O)[O-])Cl,1.36
614,C1=CC(=C(C(=C1)O)[N+](=O)[O-])O,0.66
615,C1=CC(=C(C=C1[N+](=O)[O-])O)O,1.17
616,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,0.62
617,C1=CC(=C(C(=C1)[N+](=O)[O-])N)[N+](=O)[O-],0.89
618,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,0.94
619,C1=CSC=C1C(=O)CBr,2.22
620,C1=CC=CC=C1,-0.57
621,C1=CC=C(C(=C1)N)Br,0.46
622,C1=CC(=CC(=C1)Br)N,0.49
623,C1=CC(=CC=C1N)Br,1.01
624,CC1=NC(=CC=C1)Cl,-0.45
625,C1=CC=C(C(=C1)N)Cl,-0.17
626,C1=CC(=CC(=C1)Cl)N,0.11
627,C1=CC(=CC=C1N)Cl,0.7
628,C1=CC=C(C(=C1)N)F,-0.34
629,C1=CC(=CC(=C1)F)N,-0.03
630,C1=CC(=CC=C1N)F,0.59
631,C1=CC=C(C(=C1)N)I,0.35
632,C1=CC(=CC(=C1)I)N,0.61
633,C1=CC=C(C=C1)O,-0.35
634,C1=CC(=C(C=C1Cl)N)O,0.78
635,C1=CC(=C(C=C1O)N)Cl,0.1
636,C1=CC(=C(C=C1N)Cl)O,0.72
637,C1=CN=CC=C1C=NO,-0.55
638,C1=CN=CC=C1C(=O)N,-1.02
639,CC(=O)C1=CC=CO1,-1.04
640,CC1=CC=C(O1)C=O,-0.03
641,C1=CC=C(C(=C1)O)O,0.52
642,C1=CC(=CC(=C1)O)O,-0.65
643,C1=CC(=CC=C1O)O,0.37
644,C=CC(=O)OCC#C,1.06
645,C1=CC=C(C(=C1)N)[N+](=O)[O-],0.38
646,C1=CC(=CC(=C1)[N+](=O)[O-])N,0.03
647,C1=CC(=CC=C1N)[N+](=O)[O-],1.5
648,C1=CC(=C(C(=C1)O)O)O,0.85
649,C1=CC(=C(C=C1O)O)O,0.44
650,C1=C(C=C(C=C1O)O)O.O.O,-1.26
651,COC(=O)C1=CC=CO1,-0.85
652,C1=CC(=C(C=C1[N+](=O)[O-])N)O,0.48
653,COC1=NC=C(C=C1)[N+](=O)[O-],-0.01
654,C1=CC(=C(C=C1N)[N+](=O)[O-])O,0.93
655,CC1=C(C(=O)NC=C1)[N+](=O)[O-],-0.59
656,CC1=CC(=O)NC=C1[N+](=O)[O-],-0.17
657,CC1=NC(=C(C=C1)O)[N+](=O)[O-],0.39
658,COC(=O)C#CC(=O)OC,2.48
659,C1=CC=C(C=C1)S,1.66
660,CC(=O)C1=CC=CS1,-0.59
661,CC1=CC=CC=N1,-1.02
662,CC1=CN=CC=C1,-0.99
663,CC1=CC=NC=C1,-0.89
664,C1=CC=C(C=C1)N,-0.07
665,CC(=O)C1=CC=CN1,-0.91
666,CC(=O)C1=CNC=C1,-0.85
667,C1=CC=C(C(=C1)N)O,0.94
668,C1=CC(=CC(=C1)O)N,-0.53
669,C1=CC(=CC=C1N)O,-0.08
670,CC1=CC=CC(=O)N1,-1.35
671,CC1=NC=C(C=C1)O,-0.88
672,C1=CC=NC(=C1)CO,-1.48
673,C1=CC(=CN=C1)CO,-1.49
674,C1=CN=CC=C1CO,-1.33
675,C=CCOC(=O)CC#N,-0.79
676,C1=CC(=C(C=C1N)[N+](=O)[O-])N,0.19
677,CC1=C(C(=NC=C1)N)[N+](=O)[O-],0.5
678,CC1=CC(=NC=C1[N+](=O)[O-])N,0.37
679,C1=CC(=C(C=C1[N+](=O)[O-])N)N,0.52
680,C1=CC(=C(C=C1S(=O)(=O)O)N)O,-1.05
681,CC1=NC=CN=C1C,-0.87
682,CC1=C(N=CC=C1)N,-0.57
683,C1=CC=C(C(=C1)N)N,0.35
684,C1=CC(=CC(=C1)N)N,-0.58
685,C1=CC(=CC=C1N)N,0.16
686,C(CCC#N)CC#N,-1.54
687,C/C=C/C=C/C=O,0.75
688,CC1=C(OC=C1)C,-0.51
689,CC1=CC=C(O1)C,-0.48
690,CCC1=CC=CO1,-0.52
691,CC1=CCCC1=O,-0.83
692,CC1=CC(=O)CC1,-1.32
693,CCC#CC(=O)C,1.29
694,C1=CC(=C(C=C1N)N)O.Cl.Cl,0.13
695,CC#CCOC(=O)C,-0.88
696,C1CC(=O)CCC1=O,-1.67
697,CC=CC(=O)OC=C,-0.15
698,CC(=C)C(=O)OC=C,-0.62
699,CCOC(=O)C#CC,0.51
700,C=CCOC(=O)C=C,0.68
701,CCC(=O)OCC#C,-0.66
702,CC(C(=O)C(=O)C(C)Br)Br,2.17
703,COC(=O)/C=C\C(=O)OC,0.33
704,CCC1=CC=CS1,-0.43
705,C(CCN=C=S)CN=C=S,3.1
706,CC1=C(OC(=N1)C)C,-1.01
707,CC(C)OC(=O)CC#N,-0.95
708,C1CCC(C1)N=C=S,1.6
709,C1CCC=CC1,-0.01
710,CC1CCCC1=O,-1.2
711,CCC=C(C)C=O,-0.39
712,CCC(C)(C#C)O,-1.32
713,CC=C(C)C(=O)C,-0.34
714,CC(C)C(C#C)O,-0.03
715,CC(C)C=CC=O,0.82
716,CC(=CC(=O)C)C,-0.64
717,C1CCC(=O)CC1,-1.23
718,CCCC(=O)C=C,1.66
719,CCCC(C#C)O,0.66
720,CCCC=CC=O,0.77
721,CCCC#CCO,-0.38
722,CCC#CCCO,-1.03
723,CCC#CC(C)O,0.56
724,CCC(=O)C=CC,0.93
725,CCC(C#CC)O,-0.19
726,CC(=O)CCC=C,-1.14
727,C#CCCCCO,-1.27
728,CCC(CC#C)O,-1.4
729,C=CCC(C=C)O,0.25
730,C/C=C/COC(=O)C,-0.87
731,CCC/C=C/C(=O)O,-0.13
732,CC/C=C/CC(=O)O,-0.22
733,CCC1CCC(=O)O1,-1.24
734,CCCC(=O)OC=C,-0.38
735,CCOC(=O)/C=C/C,-0.76
736,CCOC(=O)C(=C)C,-0.93
737,CC(C#CC(C)O)O,-0.46
738,CCCC(=O)C(=O)C,-0.21
739,CC(=O)CCC(=O)C,-1.4
740,CCC(=O)C(=O)CC,-0.01
741,C/C=C(\C)/C(=O)OC,-0.7
742,CC=CCC(=O)OC,-0.28
743,CC(=CC(=O)OC)C,-1.06
744,C1CCC(=O)OCC1,-1.26
745,CCC(=O)OCC=C,-0.88
746,CCCOC(=O)C=C,0.53
747,CCOC(=O)C(C(C)Br)Br,1.44
748,CC(=C)C(=O)OCCO,-1.08
749,CC(COC(=O)C=C)O,0.65
750,COC(=O)CCC(=O)OC,-1.06
751,CCOC(=O)C(=O)OCC,-0.86
752,C(CCC(=O)O)CC(=O)O,-0.61
753,C=CCSCC=C,-0.31
754,CC(C)CCC#N,-0.78
755,CCCCCC#N,-0.38
756,CC(C)(C)C(=O)CBr,2.38
757,CC(C)(C)C(=O)CCl,1.27
758,CCCCCC(=O)Cl,0.34
759,CC(C)NC(=O)C=C,-1.31
760,C1CCC(=NO)CC1,-0.8
761,CCCCC(C(=O)O)Br,0.45
762,CC(=O)OCCCCBr,0.39
763,C(CCC(=O)O)CCBr,0.03
764,CCOC(=O)C(C)(C)Br,0.15
765,CCC(C(=O)OCC)Br,0.77
766,CCOC(=O)CCCBr,-0.03
767,COC(=O)CCCCBr,-0.08
768,CC(C)(C)OC(=O)CBr,2.41
769,CCOC(=O)CCCCl,-0.28
770,CC(C)(C)OC(=O)CCl,0.86
771,CC(C)CCN=C=S,1.62
772,CCCCCN=C=S,1.7
773,CCC(C)(C)N=C=S,0.36
774,CC(C)C(C)N=C=S,0.92
775,CCCC(C)N=C=S,1.16
776,CCC(CC)N=C=S,1.0
777,CCCCC(CBr)Br,1.15
778,C(CCCBr)CCBr,1.05
779,CCC(C(CC)Br)Br,1.0
780,CCC/C=C/CO,-0.47
781,CCC/C=C\CO,-0.78
782,CC/C=C/CCO,-0.78
783,CC/C=C\CCO,-0.81
784,CCC(CC)C=O,-0.1
785,CCCC(C)C=O,-0.47
786,CC(=O)C(C)(C)C,-1.44
787,CC(C)(C)CC=O,-0.37
788,CC(C)CC(=O)C,-1.31
789,C1CCC(CC1)O,-0.85
790,CCCC(C=C)O,-0.81
791,CC=CCCCO,-0.75
792,C=CCCCCO,-0.85
793,CCCCC(=O)C,-1.43
794,CCCCCC=O,-0.22
795,CCN(CC)C(=O)CCl,0.52
796,CCC(CC)C(=O)O,-0.15
797,CC(C)COC(=O)C,-1.27
798,CCC(C)CC(=O)O,-0.23
799,CC(C)CCC(=O)O,-0.27
800,CCC(C)OC(=O)C,-0.68
801,CCCCOC(=O)C,-0.49
802,CCOC(=O)C(C)C,-1.27
803,CCCC(=O)OCC,-0.49
804,CCCCCC(=O)O,-0.21
805,CC(C)(C)C(=O)OC,-1.28
806,CCC(C)C(=O)OC,-1.17
807,CCCCC(=O)OC,-0.91
808,CCCCCOC=O,-0.78
809,CCCOC(=O)CC,-0.9
810,CC(=O)OC(C)(C)C,-1.49
811,CC1(OCC(O1)CO)C,-1.79
812,CCOC(=O)C[C@@H](C)O,-1.53
813,CCOC(=O)C[C@H](C)O,-1.53
814,CCOC(=O)C(C)(C)O,-1.57
815,C1CCC(CC1)S,0.0
816,CCCCCCBr,0.94
817,CCCCCCCl,0.78
818,C(CCCBr)CCO,0.01
819,C(CCCCl)CCO,-0.27
820,CCN(CC)C(=O)C,-1.54
821,CC(=O)NC(C)(C)C,-1.16
822,CCCCCC(=O)N,-0.91
823,CCCCCC[N+](=O)[O-],0.04
824,CCCCCC,0.72
825,CC(C)(C)CCO,-0.74
826,CC(C)CCCO,-0.64
827,CCCCCCO,-0.42
828,CCCCC(C)O,-0.93
829,CCCC(CC)O,-0.85
830,CCCCOCCO,-1.37
831,CC(CC(C)(C)O)O,-1.96
832,CCCCC(CO)O,-1.27
833,C(CCCO)CCO,-1.49
834,CC(CCC(C)O)O,-1.96
835,C(CCC(=O)NN)CC(=O)NN,-1.37
836,CCCSCCC,0.0
837,CCCS(=O)CCC,-1.22
838,CCCOS(=O)OCCC,0.09
839,C(CCCS)CCS,0.63
840,CCCCCCN,-0.28
841,C1CN(CCN1)CCN,-0.79
842,CC(C)(C)NCCO,-0.8
843,CC(C)(C)C(CO)N,-0.72
844,CCC(C)C(CO)N,-0.66
845,CC(C)CC(CO)N,-0.62
846,CCCCC(CO)N,-0.59
847,C(CCCO)CCN,-0.96
848,C(CO)N(CCO)CCO,-1.75
849,C(=O)C1=C(C(=C(C(=C1F)F)F)F)F,0.82
850,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C#N,2.66
851,C1=C(C=C(C(=C1C=O)Cl)Cl)Cl,1.61
852,C(C1=C(C(=C(C(=C1F)F)F)F)F)O,-0.2
853,C1=C(C=C(C(=C1Br)O)Br)C#N,1.16
854,C1=C(C=C(C(=C1Cl)C(=O)O)Cl)Cl,-0.41
855,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,0.85
856,C1=CC(=C(C=C1C#N)[N+](=O)[O-])Cl,1.71
857,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C#N,1.22
858,C1=CC(=C(C=C1N=C=S)[N+](=O)[O-])Cl,2.11
859,C1=CC(=CC=C1C#N)Br,0.3
860,C1=CC=C(C(=C1)C#N)Cl,0.28
861,C1=CC(=CC(=C1)Cl)C#N,-0.06
862,C1=CC(=CC=C1C#N)Cl,0.0
863,C1=CC(=CC=C1C#N)F,-0.26
864,CC1=C(C(=C(C(=C1Br)Br)Br)Br)O,2.57
865,C1=CC(=C(C=C1Cl)Cl)C=O,1.04
866,COC1=C(C(=CC(=C1Cl)Cl)Cl)Cl,1.89
867,C1=CC(=C(C(=C1)Cl)C=O)F,0.16
868,C1=CC(=C(C=C1Br)C(=O)O)Br,-0.31
869,C1=C(C=C(C(=C1C=O)O)Br)Br,1.64
870,C1=C(C=C(C(=C1Br)O)Br)C=O,0.89
871,C1=C(C=C(C=C1Br)Br)C(=O)O,0.46
872,C1=CC(=C(C(=C1)Cl)Cl)C(=O)O,-0.41
873,C1=CC(=C(C=C1Cl)Cl)C(=O)O,-0.39
874,C1=CC(=C(C=C1Cl)C(=O)O)Cl,-0.46
875,C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,-0.67
876,C1=CC(=C(C=C1C(=O)O)Cl)Cl,0.31
877,C1=C(C=C(C(=C1C=O)O)Cl)Cl,1.55
878,C1=C(C=C(C=C1Cl)Cl)C(=O)O,0.27
879,C1=C(C=C(C(=C1C=O)O)I)I,2.35
880,C1=CC=C(C(=C1)C#N)[N+](=O)[O-],1.08
881,C1=CC(=CC(=C1)[N+](=O)[O-])C#N,0.45
882,C1=CC(=CC=C1C#N)[N+](=O)[O-],0.57
883,C1=CC(=C(C=C1[N+](=O)[O-])C=O)Cl,0.56
884,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Cl,1.19
885,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],1.65
886,C1=CC=C(C=C1)C(Cl)(Cl)Cl,-0.27
887,C1=CC=C(C=C1)C#N,-0.52
888,C1=CC(=C(C=C1F)C(F)(F)F)N,-0.02
889,C1=CC(=C(C=C1N)C(F)(F)F)F,0.84
890,C1=CC(=C(C=C1Cl)C#N)N,0.44
891,C1=CC=C(C(=C1)C=O)Br,0.48
892,C1=CC(=CC(=C1)Br)C=O,0.51
893,C1=CC(=CC=C1C=O)Br,0.59
894,C1=CC=C(C(=C1)C=O)Cl,0.49
895,C1=CC(=CC(=C1)Cl)C=O,0.41
896,C1=CC(=CC=C1C=O)Cl,0.4
897,COC1=C(C(=C(C=C1)Cl)Cl)Cl,1.64
898,C1=CC=C(C(=C1)C=O)F,0.08
899,C1=CC(=CC(=C1)F)C=O,0.15
900,C1=CC(=CC=C1C=O)F,-0.13
901,C1=CC(=CC=C1C(F)(F)F)O,0.62
902,C1=CC=C2C(=C1)C=NO2,-0.16
903,C1=CC=C2C(=C1)N=CO2,-0.32
904,C1=CC=C(C(=C1)C#N)O,0.04
905,C1=COC(=C1)C=CC#N,-0.31
906,C1=CC(=CC(=C1)O)C#N,-0.07
907,C1=CC(=CC=C1C#N)O,0.52
908,C1=CC(=C(C=C1Cl)Cl)C(=O)N,-0.36
909,C1=CC=C(C(=C1)C(=O)O)Br,-0.47
910,C1=CC(=C(C=C1C=O)Br)O,0.61
911,C1=CC(=CC=C1C(=O)O)Br,0.18
912,C1=CC(=C(C=C1Br)C=O)O,1.11
913,C1=CC(=C(C=C1O)Cl)C=O,0.89
914,C1=CC=C(C(=C1)C(=O)O)Cl,-0.45
915,C1=CC(=CC(=C1)Cl)C(=O)O,-0.13
916,C1=CC(=CC=C1C(=O)O)Cl,0.11
917,C1=CC(=C(C=C1Cl)C=O)O,1.01
918,C1=CC(=C(C=C1C#N)O)O,1.26
919,C1=COC(=C1)C(=O)CC#N,0.3
920,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,0.55
921,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,0.29
922,C1=CC(=C(C=C1Cl)C(=O)O)O,-0.4
923,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],0.17
924,C1=CC(=CC(=C1)[N+](=O)[O-])C=O,0.14
925,C1=CC(=CC=C1C=O)[N+](=O)[O-],0.2
926,COC1=C(C=C(C=C1F)Br)[N+](=O)[O-],0.97
927,C1=CC(=C(C=C1Cl)C(=O)N)[N+](=O)[O-],-0.32
928,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C=O,0.87
929,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],-1.64
930,C1=CC(=C(C=C1C=O)O)[N+](=O)[O-],0.27
931,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,-1.09
932,C1=CC(=C(C=C1C=O)[N+](=O)[O-])O,0.61
933,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],-0.86
934,C1=CC(=C(C=C1O)C=O)[N+](=O)[O-],0.38
935,C1=CC(=NC(=C1)C(=O)O)C(=O)O,0.0
936,CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,2.33
937,C1=CC=C2C(=C1)N=CS2,-0.08
938,C1=CC=C(C=C1)N=C=S,1.41
939,C1=CC=C(C=C1)C(Br)Br,0.64
940,C1=CC=C(C=C1)C(Cl)Cl,0.11
941,CC1=CC(=C(C=C1)Cl)Cl,1.15
942,C1=CC=C2C(=C1)NC=N2,-0.32
943,C1=CC=C2C(=C1)C=NN2,0.16
944,C1=CC2=C(NC=C2)N=C1,0.15
945,C1=CC=C(C(=C1)C#N)N,-0.5
946,C1=CC(=CC(=C1)N)C#N,-0.47
947,C1=CC(=CC=C1C#N)N,0.25
948,C1=CC=C(C=C1)C=O,-0.1
949,CC1=CC(=CC(=C1O)Cl)Br,1.28
950,COC1=CC(=CC(=C1)Cl)Cl,0.93
951,C1=CC(=CC=C1C(=O)N)Cl,0.09
952,C1=COC(=C1)/C=C/C=O,0.37
953,C1=CC=C(C(=C1)C=O)O,0.45
954,CC1=CC(=O)C=CC1=O,2.41
955,C1=CC(=CC(=C1)O)C=O,0.09
956,C1=CC(=CC=C1C=O)O,0.27
957,C1=CC=C(C=C1)C(=O)O,-0.3
958,C1=CC(=CC=C1CBr)[N+](=O)[O-],2.31
959,CC1=C(C=CC(=C1)[N+](=O)[O-])Br,1.16
960,C1=CC(=CC=C1CCl)[N+](=O)[O-],1.18
961,CC1=C(C=CC=C1Cl)[N+](=O)[O-],0.68
962,CC1=C(C=C(C=C1)Cl)[N+](=O)[O-],0.82
963,C1=CC(=C(C=C1Cl)C(=O)N)O,0.59
964,CC1=C(C=C(C=C1)[N+](=O)[O-])F,0.33
965,CC1=C(C=C(C=C1)F)[N+](=O)[O-],0.25
966,C1=CC(=C(C(=C1)O)O)C=O,0.57
967,C1=CC(=C(C=C1O)O)C=O,0.62
968,C1=CC(=C(C=C1O)C=O)O,0.49
969,C1=CC=C(C(=C1)C(=O)O)O,-0.57
970,C1=CC(=C(C=C1C=O)O)O,0.3
971,C1=CC(=CC(=C1)O)C(=O)O,-0.82
972,C1=CC(=CC=C1C(=O)O)O,-1.17
973,C1=CC(=C(C=C1[N+](=O)[O-])CCl)O,0.75
974,CC1=CC(=C(C=C1Cl)[N+](=O)[O-])O,1.64
975,C1=CC=C(C(=C1)C(=O)N)[N+](=O)[O-],-0.72
976,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)N,-0.19
977,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],0.18
978,C1=CC(=CC=C1C=NO)[N+](=O)[O-],0.68
979,C1=CC(=C(C(=C1C=O)O)O)O,0.31
980,C1=C(C=C(C(=C1O)C=O)O)O,0.11
981,C1=CC(=C(C=C1O)C(=O)O)O,-0.68
982,C1=C(C=C(C(=C1O)O)O)C=O,-0.03
983,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],0.75
984,CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],1.52
985,C1=CC(=C(C=C1CO)[N+](=O)[O-])[N+](=O)[O-],1.09
986,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])CO,0.53
987,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],1.53
988,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],1.23
989,C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])C(=O)N,0.51
990,C1=CC=C(C=C1)CBr,0.64
991,CC1=CC=C(C=C1)Br,0.47
992,C1=CC=C(C=C1)CCl,0.06
993,C=CC1=CC=CC=N1,0.24
994,C=CC1=CC=NC=C1,1.13
995,CC1=C(C(=C(C=C1)Cl)N)Cl,0.69
996,C1=CC=C2C(=C1)NC(=N2)N,0.04
997,C1=CC2=C(C=C1N)C=NN2,-0.1
998,C1=CC=C(C(=C1)CO)Br,0.1
999,C1=CC(=CC(=C1)Br)CO,0.37
1000,COC1=CC=C(C=C1)Br,0.4
1001,CC1=CC(=C(C=C1)O)Br,0.69
1002,C1=CC=C(C(=C1)CO)Cl,-0.1
1003,C1=CC(=CC(=C1)Cl)CO,0.15
1004,C1=CC(=CC=C1CO)Cl,0.25
1005,COC1=CC=CC=C1Cl,0.25
1006,COC1=CC(=CC=C1)Cl,0.32
1007,COC1=CC=C(C=C1)Cl,0.63
1008,CC1=CC(=C(C=C1)Cl)O,0.53
1009,CC1=C(C=CC(=C1)Cl)O,0.7
1010,CC1=C(C=CC(=C1)O)Cl,0.8
1011,C1=CC=C(C(=C1)CO)F,-0.67
1012,C1=CC(=CC(=C1)F)CO,-0.39
1013,C1=CC(=CC=C1CO)F,-0.62
1014,C1=CC=C(C(=C1)CO)I,0.33
1015,CC(=O)C1=CC=NC=C1,-0.85
1016,C1=CC=C(C=C1)/C=N/O,-0.11
1017,C1=CC=C(C=C1)C(=O)N,-0.91
1018,CC1=C(C=C(C(=C1Cl)O)N)Cl,1.66
1019,C1=CC(=C(C=C1Br)CO)O,0.34
1020,COC1=CC(=CC(=C1)O)Cl,0.76
1021,CC1=CC=CC=C1[N+](=O)[O-],0.26
1022,CC1=CC(=CC=C1)[N+](=O)[O-],0.29
1023,CC1=CC=C(C=C1)[N+](=O)[O-],0.54
1024,C1=CC=C(C(=C1)/C=N/O)O,-0.25
1025,C1=CC=C(C(=C1)C(=O)N)O,-0.24
1026,C1=CC(=CC(=C1)N)C(=O)O,-0.63
1027,C1=CC(=CC=C1C(=O)N)O,-0.78
1028,C1=CC=C(C=C1)C(=O)NO,0.38
1029,COC(=O)C1=CC=NC=C1,-0.81
1030,C1=CC=C(C=C1)OC(=O)N,-0.39
1031,C1=CC=C(C(=C1)CO)[N+](=O)[O-],-0.16
1032,C1=CC(=CC(=C1)[N+](=O)[O-])CO,-0.22
1033,C1=CC(=CC=C1CO)[N+](=O)[O-],0.11
1034,COC1=CC=CC=C1[N+](=O)[O-],-0.07
1035,COC1=CC=CC(=C1)[N+](=O)[O-],0.7
1036,COC1=CC=C(C=C1)[N+](=O)[O-],0.46
1037,CC1=C(C=CC=C1O)[N+](=O)[O-],0.78
1038,CC1=C(C=C(C=C1)[N+](=O)[O-])O,0.66
1039,CC1=C(C(=CC=C1)O)[N+](=O)[O-],0.61
1040,CC1=C(C=CC(=C1)O)[N+](=O)[O-],1.65
1041,CC1=CC(=C(C=C1)O)[N+](=O)[O-],0.57
1042,CC1=C(C=C(C=C1)O)[N+](=O)[O-],0.74
1043,CC1=CC(=C(C=C1)[N+](=O)[O-])O,0.59
1044,C1=CC=C(C(=C1)C(=O)NO)O,0.38
1045,C1=CC=C(C=C1)C(=S)N,0.09
1046,CC1=CC=CC=C1,-0.13
1047,C1=CC(=CC=C1CN)Cl,0.16
1048,CC1=CC(=C(C=C1)N)Cl,0.21
1049,CC1=CC(=C(C=C1)Cl)N,0.35
1050,CC1=C(C(=CC=C1)Cl)N,0.09
1051,CC1=C(C=CC=C1Cl)N,0.42
1052,CC1=C(C=C(C=C1)N)Cl,0.42
1053,CC1=C(C=CC(=C1)Cl)N,0.35
1054,CC1=C(C=C(C=C1)Cl)N,0.51
1055,CC1=CC=CC=C1O,-0.29
1056,CC1=CC(=CC=C1)O,-0.05
1057,CC1=CC=C(C=C1)O,-0.19
1058,COC1=CC=CC=C1,-0.27
1059,C1=CC=C(C=C1)CO,-0.88
1060,C1=CC=C(C(=C1)C(=O)N)N,-0.87
1061,C1=CC(=CC=C1C(=O)N)N,-0.75
1062,C1=CC=C(C=C1)C(=O)NN,-0.52
1063,CC1=CC=C(O1)C(=O)C,-0.83
1064,CCC(=O)C1=CC=CO1,-0.77
1065,C1=CC=C(C(=C1)CO)O,-0.95
1066,COC1=CC=CC=C1O,-0.51
1067,CC1=C(C=CC=C1O)O,0.03
1068,CC1=C(C=CC(=C1)O)O,1.86
1069,C1=CC(=CC(=C1)O)CO,-1.03
1070,COC1=CC=CC(=C1)O,-0.25
1071,CC1=C(C(=CC=C1)O)O,0.34
1072,CC1=CC(=O)OC(=C1)C,-0.93
1073,COC1=CC=C(C=C1)O,-0.14
1074,CC1=CC(=C(C=C1)O)O,0.43
1075,CC1=CC(=CC(=C1)O)O.O,-0.39
1076,CC(=C)C(=O)OCC#C,-0.37
1077,C1=CC=C(C(=C1)C(=O)NN)O,0.18
1078,CC1=C(C=CC(=C1)[N+](=O)[O-])N,0.49
1079,CC1=CC(=C(C=C1)N)[N+](=O)[O-],0.37
1080,COC1=C(C=CC(=C1)O)O,2.2
1081,CSC1=CC=CC=C1,0.18
1082,C1=CC=C(C=C1)NC(=S)N,0.61
1083,CCOC(=O)C1=CC=CS1,0.03
1084,CC1=CC(=NC=C1)C,-0.65
1085,CC1=NC(=CC=C1)C,-0.81
1086,CCC1=CC=CC=N1,-0.87
1087,CC1=CC=CC=C1N,-0.36
1088,CC1=C(C=NC=C1)C,-0.49
1089,CC1=CC(=CC=C1)N,-0.35
1090,CCC1=CC=NC=C1,-0.38
1091,CC1=CC=C(C=C1)N,-0.1
1092,CNC1=CC=CC=C1,0.06
1093,C1=CC=C(C=C1)CN,-0.25
1094,C1=CC=C(C(=C1)CO)N,-1.07
1095,C1=CC(=CC(=C1)N)CO,-1.13
1096,CC(=O)C1=CC=CN1C,-0.69
1097,CC(=O)C1=CN(C=C1)C,-1.0
1098,CC1=CC(=C(C=C1)O)N,0.29
1099,COC1=CC=CC=C1N,-0.08
1100,CC1=C(C=CC=C1O)N,-0.55
1101,COC1=CC=CC(=C1)N,0.49
1102,CC1=C(C=CC(=C1)N)O,1.26
1103,CC1=C(C=CC(=C1)O)N,0.96
1104,COC1=CC=C(C=C1)N,-0.07
1105,CC1=C(C=C(C=C1)N)O,-0.39
1106,COC1=C(C=C(C=C1)N)O,0.25
1107,C1=CC=NC(=C1)CCN,-0.74
1108,CC1=CC(=NC(=C1)N)C,-0.22
1109,CC1=C(C=C(C=C1)N)N,-0.66
1110,CN(C)C1=CC=CC=N1,-0.55
1111,CN(C)C1=CC=NC=C1,-0.63
1112,CC/C=C/C=C/C=O,0.86
1113,CCC#CC(=O)OCC,0.83
1114,CCCC#CC(=O)OC,0.76
1115,C/C=C/C(=O)OCC=C,-0.48
1116,CC(=C)C(=O)OCC=C,-0.68
1117,C=CC(=O)NCNC(=O)C=C,-0.51
1118,CC=C(C(=O)OC)C(=O)OC,0.91
1119,CCOC(=O)C(C(=O)OCC)(Br)Br,2.14
1120,CCOC(=O)C(=O)C(=O)OCC,-0.38
1121,CCCCOC(=O)CC#N,-0.61
