,Smiles,pIGC50,Canonical_SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
970,C1=CC(=CC(=C1)O)C(=O)O,-0.82,O=C(O)c1cccc(O)c1,11.075706727135298,11.075706727135298,0.623703703703703,-1.3038888888888887,0.6102585058580265,16.8,138.12200000000004,132.07399999999998,138.031694052,52,0,0.33531771366934326,-0.5079396377898676,0.5079396377898676,0.33531771366934326,1.7,2.6,3.3,2.265448938675521,3.615676760112119,446.4836833016152,12.455665446700477,10.72474487139159,4.724744871391589,7.450794822582285,5.178869016623521,2.3623724356957947,1.4915816237971966,1.4915816237971966,0.8061862178478973,0.8061862178478973,0.4286086270779401,0.4286086270779401,-1.5100000000000002,2949.6145181555285,2.268477910803053,2.389632707443791,1.2539046385226678,66.14949835559072,10.217616382214425,5.749511833283905,0.0,0.0,2.8623993144652684,5.9693052879518484,0.0,4.794537184071822,0.0,0.0,6.042418707663295,18.127256122989884,0.0,11.046485716377875,20.495187790967126,5.9693052879518484,2.8623993144652684,0.0,0.0,0.0,0.0,29.733126322350174,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,17.61812132739891,0.0,0.0,15.841022900449696,24.16967483065318,0.0,1.4311996572326342,0.0,57.53,41.451943443585925,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,8.34543353914615,42.346842403628116,0.0,11.075706727135298,7.551589191232049,-0.6682870370370371,-1.9275925925925916,-2.7115920256991677,0.0,0.0,0.0,0.0,10,2,3,0,0,0,1,0,1,3,2,3,2,0,0,0,1,1.0903999999999998,35.066100000000006,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,C1=CC(=CC=C1C(=O)O)O,-1.17,O=C(O)c1ccc(O)cc1,11.05508597883598,11.05508597883598,0.5865457294028722,-1.2976568405139834,0.6102585058580265,16.8,138.12200000000004,132.07399999999998,138.031694052,52,0,0.33518285963636446,-0.507966178790397,0.507966178790397,0.33518285963636446,1.5,2.2,2.7,2.27043332889761,3.5964700711021846,417.23368330161514,12.455665446700477,10.72474487139159,4.724744871391589,7.450794822582285,5.178869016623521,2.3623724356957947,1.4915816237971966,1.4915816237971966,0.8061862178478973,0.8061862178478973,0.4030931089239487,0.4030931089239487,-1.5099999999999998,2962.9154942113814,2.268477910803053,2.389632707443791,1.2539046385226678,66.14949835559072,10.217616382214425,5.749511833283905,0.0,0.0,2.8623993144652684,5.9693052879518484,0.0,4.794537184071822,0.0,0.0,0.0,24.16967483065318,0.0,11.046485716377875,20.495187790967126,5.9693052879518484,2.8623993144652684,0.0,0.0,0.0,0.0,29.733126322350174,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,17.61812132739891,0.0,0.0,15.841022900449696,24.16967483065318,0.0,1.4311996572326342,0.0,57.53,41.451943443585925,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,8.34543353914615,42.37288312547241,0.0,11.05508597883598,7.53993716931217,-0.6612962962962958,-1.8842025699168556,-2.7557407407407393,0.0,0.0,0.0,0.0,10,2,3,0,0,0,1,0,1,3,2,3,2,0,0,0,1,1.0903999999999998,35.066100000000006,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,C1=CC(=C(C=C1[N+](=O)[O-])CCl)O,0.75,O=[N+]([O-])c1ccc(O)c(CCl)c1,10.702619992441422,10.702619992441422,0.781851851851852,-2.734398148148148,0.43785033893797787,17.75,187.58200000000005,181.534,187.003620732,64,0,0.2931089269813031,-0.507621015942874,0.507621015942874,0.2931089269813031,1.9166666666666667,2.6666666666666665,3.1666666666666665,2.2014436863789784,3.85245019977214,517.1278819011604,14.24855866551393,11.549922939900775,6.305851885919229,8.124114885526687,5.6401098416204976,3.109826024165862,1.7793318463192656,1.9683140828238792,1.0419618118863003,1.230944048390914,0.5427041562531676,0.6757711119959974,-1.29,4995.0757243939015,3.616388094723916,3.404318575163333,1.650782243313361,82.06331419460514,5.1088081911072125,5.749511833283905,0.0,0.0,7.118585931916196,0.0,10.114318268765572,0.0,0.0,11.600939890232516,0.0,6.042418707663295,20.389806019364023,14.867693440702038,16.885912020775983,17.28832616491608,1.4311996572326342,0.0,0.0,5.832106723373709,0.0,33.80502588345245,0.0,5.749511833283905,0.0,5.687386274683562,5.749511833283905,11.600939890232516,11.463318897157517,5.832106723373709,10.114318268765572,12.417244272548094,18.127256122989884,0.0,0.0,0.0,63.370000000000005,45.88302349484572,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,19.885932328316247,43.40002724237843,5.331569035021415,9.621827601410935,14.677100812547241,-1.8683410493827148,-3.5162500000000003,-2.7848225308641963,0.0,0.0,0.0,0.14285714285714285,12,1,4,0,0,0,1,0,1,3,1,5,3,0,0,0,1,2.0391999999999997,44.31820000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,CC1=CC(=C(C=C1Cl)[N+](=O)[O-])O,1.64,Cc1cc(O)c([N+](=O)[O-])cc1Cl,10.706529037540943,10.706529037540943,0.715277777777777,-2.8408975812547244,0.5418926565214789,17.75,187.58200000000005,181.534,187.003620732,64,0,0.3117009857486068,-0.5020846805000666,0.5020846805000666,0.3117009857486068,1.9166666666666667,2.6666666666666665,3.1666666666666665,2.200062175546625,3.8233216813211817,517.1278819011604,14.248558665513928,11.549922939900775,6.305851885919228,8.124114885526685,5.6401098416204976,3.1098260241658617,1.8738229645715727,2.2517874375808002,1.083819881163235,1.3672932359201555,0.5793775619363596,0.7161263929250923,-1.29,4989.741014139746,3.616388094723916,2.9847170731766615,1.4790380133238459,82.06331419460516,5.1088081911072125,0.0,5.749511833283905,0.0,1.4311996572326342,5.687386274683562,10.114318268765572,0.0,0.0,0.0,11.600939890232516,18.45776231665597,10.154694376173955,12.687461474899436,16.885912020775983,17.28832616491608,1.4311996572326342,0.0,0.0,6.851892117295679,0.0,32.78524048953048,0.0,5.749511833283905,0.0,5.687386274683562,5.749511833283905,11.600939890232516,11.463318897157517,0.0,16.966210386061253,12.417244272548094,12.08483741532659,5.022633313741326,0.0,0.0,63.370000000000005,45.88302349484572,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,19.88593232831625,43.04549461451247,5.572592435122196,9.650401864449485,13.892516691861932,-1.7546141975308633,-0.9161805555555553,-1.7882021604938259,0.0,-2.8408975812547244,0.0,0.14285714285714285,12,1,4,0,0,0,1,0,1,3,1,5,3,0,0,0,1,2.26222,44.508200000000016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,C1=CC=C(C(=C1)C(=O)N)[N+](=O)[O-],-0.72,NC(=O)c1ccccc1[N+](=O)[O-],11.404890400604685,11.404890400604685,0.4832615268329561,-1.5058333333333331,0.5176201644204088,16.0,166.13600000000002,160.08799999999997,166.037842052,62,0,0.28162978428734675,-0.3653776068263751,0.3653776068263751,0.28162978428734675,1.6666666666666667,2.3333333333333335,2.9166666666666665,2.287627539749963,3.7797926356499807,546.7177304965804,14.196152422706632,11.619172062391506,5.619172062391506,8.196152422706634,5.660913303401916,2.7664861124020006,1.7858691472435104,1.7858691472435104,1.064144755638495,1.064144755638495,0.597586847788646,0.597586847788646,-1.91,5975.283133826903,3.2203779509371033,2.99667013888714,1.3923770826050499,76.4966700189334,5.719716975726273,5.563451491696996,2.8236841566564013,0.0,11.594566004035068,0.0,14.908855452837393,0.0,0.0,0.0,12.08483741532659,6.042418707663295,6.042418707663295,10.406345273498552,18.024566614226774,11.594566004035068,0.0,0.0,5.719716975726273,0.0,0.0,39.847444591115746,0.0,0.0,5.719716975726273,5.687386274683562,0.0,0.0,10.830490778169176,0.0,10.114318268765572,15.841022900449696,24.16967483065318,2.8236841566564013,0.0,0.0,86.23,51.970720350929184,14.908855452837393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306718381337282,42.677397959183665,0.0,21.01048752834467,10.749856386999245,-2.630020786092215,-1.5058333333333331,-3.6352210884353733,0.0,0.0,0.0,0.0,12,2,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,0.6937,41.61430000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
975,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)N,-0.19,NC(=O)c1cccc([N+](=O)[O-])c1,11.36822373393802,11.36822373393802,0.44623204837490604,-1.442962962962963,0.5176201644204088,16.0,166.13600000000005,160.088,166.037842052,62,0,0.26972459234691754,-0.3655958192605748,0.3655958192605748,0.26972459234691754,1.75,2.5,3.0833333333333335,2.2519723814218837,3.73196408349975,546.7177304965804,14.196152422706632,11.619172062391506,5.619172062391505,8.196152422706634,5.660913303401916,2.7664861124020006,1.7858691472435106,1.7858691472435106,1.0082430562010003,1.0082430562010003,0.5320723778192475,0.5320723778192475,-1.9100000000000001,5792.072965017085,3.2203779509371033,2.99667013888714,1.5708289759166219,76.4966700189334,5.719716975726273,0.0,2.8236841566564013,5.907179729351506,5.687386274683562,0.0,14.908855452837393,0.0,0.0,0.0,6.042418707663295,6.042418707663295,17.648288907023584,10.406345273498552,18.024566614226774,11.594566004035068,0.0,0.0,5.719716975726273,0.0,0.0,39.847444591115746,0.0,0.0,5.719716975726273,5.687386274683562,0.0,0.0,10.830490778169176,0.0,10.114318268765572,15.841022900449696,24.16967483065318,2.8236841566564013,0.0,0.0,86.23,51.970720350929184,14.908855452837393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306718381337282,42.77727891156462,0.0,20.907428193499623,10.65313492063492,-2.4518801965230534,-1.442962962962963,-3.7763321995464842,0.0,0.0,0.0,0.0,12,2,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,0.6937,41.61430000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],0.18,NC(=O)c1ccc([N+](=O)[O-])cc1,11.346114890400605,11.346114890400605,0.42050925925925986,-1.4010204081632651,0.5176201644204089,16.0,166.13600000000005,160.088,166.037842052,62,0,0.26897153240656446,-0.3655994540080142,0.3655994540080142,0.26897153240656446,1.5833333333333333,2.1666666666666665,2.5833333333333335,2.2581318943378776,3.6912343763982407,517.4677304965803,14.196152422706632,11.619172062391506,5.619172062391505,8.196152422706634,5.660913303401916,2.766486112402,1.7858691472435106,1.7858691472435106,1.0082430562010003,1.0082430562010003,0.5041215281005001,0.5041215281005001,-1.9099999999999997,5825.980287391724,3.2203779509371033,2.99667013888714,1.5708289759166219,76.4966700189334,5.719716975726273,0.0,2.8236841566564013,5.907179729351506,5.687386274683562,0.0,14.908855452837393,0.0,0.0,0.0,0.0,12.08483741532659,17.648288907023584,10.406345273498552,18.024566614226774,11.594566004035068,0.0,0.0,5.719716975726273,0.0,0.0,39.847444591115746,0.0,0.0,5.719716975726273,5.687386274683562,0.0,0.0,10.830490778169176,0.0,10.114318268765572,15.841022900449696,24.16967483065318,2.8236841566564013,0.0,0.0,86.23,51.97072035092919,14.908855452837393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306718381337282,42.830113063744015,0.0,20.848527179390274,10.591536438649534,-2.3198970143613,-1.4010204081632651,-3.882592592592591,0.0,0.0,0.0,0.0,12,2,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,0.6937,41.61430000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,C1=CC(=CC=C1C=NO)[N+](=O)[O-],0.68,O=[N+]([O-])c1ccc(C=NO)cc1,10.620988599143361,10.620988599143361,0.5668055555555551,-1.0354405234315944,0.3120050527951946,17.833333333333332,166.13600000000005,160.088,166.037842052,62,0,0.3295610629713859,-0.41084850835913383,0.41084850835913383,0.3295610629713859,1.75,2.4166666666666665,2.9166666666666665,2.2667760781812216,3.6902454647080236,517.4677304965803,14.033015715890103,11.619172062391506,5.619172062391505,8.323473622644459,5.653184443468987,2.744936153005124,1.6838070746275446,1.6838070746275446,0.9518245300437984,0.9518245300437984,0.49873403825128115,0.49873403825128115,-1.9099999999999997,6528.315105161918,3.2203779509371033,3.472015324360177,1.7859221037811126,76.60940895306157,5.209533821043797,0.0,0.0,0.0,5.687386274683562,1.4311996572326342,10.114318268765572,0.0,0.0,0.0,5.15571272675054,17.648288907023584,12.08483741532659,17.96775604840577,18.417837307945202,11.878038493420565,0.0,0.0,5.15571272675054,0.0,0.0,39.847444591115746,0.0,0.0,0.0,5.687386274683562,0.0,0.0,16.323497088598472,0.0,10.114318268765572,12.417244272548094,29.32538755740372,1.4311996572326342,0.0,0.0,75.73,46.53447586458841,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.365246547794337,8.284992438083735,43.27165154950869,0.0,9.585548075711767,17.020623504031242,-1.5451927437641717,0.0,-3.3436470143612995,-0.8223167044595614,0.0,0.0,0.0,12,1,5,0,0,0,1,0,1,4,1,5,3,0,0,0,1,1.4029,42.47690000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,C1=CC(=C(C(=C1C=O)O)O)O,0.31,O=Cc1ccc(O)c(O)c1O,10.961457860922147,10.961457860922147,0.6414351851851852,-1.3744623960695386,0.4088849343985223,16.0,154.12100000000004,148.07299999999998,154.026608672,58,0,0.2934301315184525,-0.5041608040707365,0.5041608040707365,0.2934301315184525,1.4545454545454546,2.272727272727273,2.8181818181818183,2.302153021884772,3.7433272705660054,462.4125207061952,13.162772227887023,11.132993161855453,5.1329931618554525,7.98879962504307,5.291241452319316,2.5664965809277263,1.7144345083117605,1.7144345083117605,1.0426126601051793,1.0426126601051793,0.5213063300525896,0.5213063300525896,-1.7100000000000002,4885.168712439486,2.7309251955115847,2.4943628247787246,1.0971495640823816,71.03040236591399,15.326424573321638,1.3707585561702202,17.76123582889905,5.749511833283905,4.293598971697903,0.0,4.794537184071822,0.0,0.0,0.0,0.0,12.08483741532659,0.0,8.304968604037436,24.233237425904118,6.262212162331241,4.293598971697903,0.0,0.0,0.0,0.0,17.648288907023584,0.0,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.882235707350784,0.0,0.0,14.470264344279476,12.08483741532659,0.0,0.0,0.0,77.76,41.15903656920654,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,8.405874640208562,41.75458238851096,0.0,10.961457860922147,11.997218442932727,-0.7008796296296296,-2.021203703703703,-1.450046296296296,-1.3744623960695386,0.0,0.0,0.0,11,3,4,0,0,0,1,0,1,4,3,4,4,0,0,0,1,0.6158999999999997,36.8239,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,C1=C(C=C(C(=C1O)C=O)O)O,0.11,O=Cc1c(O)cc(O)cc1O,10.994530423280423,10.994530423280423,0.6393518518518515,-1.381453136810279,0.5178201517764713,16.0,154.12100000000004,148.07299999999998,154.026608672,58,0,0.2931355668547312,-0.50767870890271,0.50767870890271,0.2931355668547312,1.4545454545454546,2.090909090909091,2.4545454545454546,2.2841688650958267,3.7442988260934706,431.16252070619515,13.162772227887025,11.132993161855453,5.1329931618554525,7.98879962504307,5.291241452319316,2.5664965809277263,1.7144345083117605,1.7144345083117605,1.010310363079829,1.010310363079829,0.5582908118985982,0.5582908118985982,-1.7099999999999997,4824.164643082386,2.7309251955115856,2.4943628247787255,1.235986288273358,71.03040236591397,15.326424573321638,18.619294056021936,6.262212162331241,0.0,4.293598971697903,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,12.08483741532659,8.304968604037436,24.233237425904118,6.262212162331241,4.293598971697903,0.0,0.0,0.0,0.0,17.648288907023584,0.0,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.882235707350784,0.0,0.0,14.470264344279476,12.08483741532659,0.0,0.0,0.0,77.76,41.159036569206535,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,8.405874640208564,41.7762783446712,0.0,10.994530423280423,11.94944066515495,-0.7029629629629628,-2.0458333333333316,-1.4233333333333333,-1.381453136810279,0.0,0.0,0.0,11,3,4,0,0,0,1,0,1,4,3,4,4,0,0,0,1,0.6158999999999997,36.82390000000001,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,C1=CC(=C(C=C1O)C(=O)O)O,-0.68,O=C(O)c1cc(O)ccc1O,11.191262282690854,11.191262282690854,0.6562962962962959,-1.343472222222222,0.5224912248827285,16.0,154.12100000000004,148.07299999999998,154.026608672,58,0,0.3391102515961014,-0.5079347947605579,0.5079347947605579,0.3391102515961014,1.5454545454545454,2.4545454545454546,3.090909090909091,2.3278792293529937,3.665411389684341,462.4125207061952,13.162772227887025,11.132993161855453,5.1329931618554525,7.98879962504307,5.291241452319316,2.5664965809277263,1.6957057690291282,1.6957057690291282,0.959279326771846,0.959279326771846,0.5213063300525896,0.5213063300525896,-1.7099999999999997,5058.481565384055,2.7309251955115856,2.4943628247787255,1.4029456622584688,71.03040236591396,15.326424573321638,17.062475158264807,0.0,0.0,4.293598971697903,5.9693052879518484,0.0,4.794537184071822,0.0,0.0,0.0,18.127256122989884,0.0,4.1122756685106605,24.233237425904118,5.9693052879518484,4.293598971697903,0.0,0.0,0.0,0.0,23.69070761468688,0.0,11.49902366656781,0.0,0.0,11.49902366656781,0.0,24.158129175738758,0.0,0.0,14.470264344279476,18.127256122989884,0.0,1.4311996572326342,0.0,77.76,41.159036569206535,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,8.405874640208564,41.950150226757366,0.0,11.191262282690854,11.562772108843538,-0.7099537037037036,-2.6960185185185175,-2.1315457294028723,0.0,0.0,0.0,0.0,11,3,4,0,0,0,1,0,1,4,3,4,3,0,0,0,1,0.7959999999999998,36.730900000000005,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,C1=C(C=C(C(=C1O)O)O)C=O,-0.03,O=Cc1cc(O)c(O)c(O)c1,10.928385298563871,10.928385298563871,0.6435185185185184,-1.3674716553287982,0.4088849343985223,16.0,154.12100000000004,148.07299999999998,154.026608672,58,0,0.29342974873113,-0.5041454043633921,0.5041454043633921,0.29342974873113,1.4545454545454546,2.090909090909091,2.4545454545454546,2.2729746966796323,3.7299761588569815,431.16252070619515,13.162772227887025,11.132993161855453,5.1329931618554525,7.98879962504307,5.291241452319316,2.5664965809277263,1.7144345083117605,1.7144345083117605,0.9915816237971964,0.9915816237971964,0.5259885148732477,0.5259885148732477,-1.7100000000000004,4764.154964240509,2.7309251955115847,2.4943628247787246,1.235986288273357,71.03040236591397,15.326424573321638,7.632970718501461,17.248535499851716,0.0,4.293598971697903,0.0,4.794537184071822,0.0,0.0,0.0,0.0,12.08483741532659,5.563451491696996,2.7415171123404405,24.233237425904118,6.262212162331241,4.293598971697903,0.0,0.0,0.0,0.0,17.648288907023584,0.0,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.882235707350784,0.0,0.0,14.470264344279476,12.08483741532659,0.0,0.0,0.0,77.76,41.15903656920654,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,8.405874640208562,41.79455309901738,0.0,10.928385298563871,11.983329554043838,-0.6987962962962959,-1.9882407407407403,-1.4850925925925922,-1.3674716553287982,0.0,0.0,0.0,11,3,4,0,0,0,1,0,1,4,3,4,4,0,0,0,1,0.6158999999999999,36.82390000000001,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
